BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9345,21, ,B3,89-34 LEFFERTS BOULEVARD                 ,            ,11418,2,0,2,4650,2381,1910,1,B3,360000,2011-04-07
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9349,4, ,B1,117-14 91ST   AVENUE                     ,            ,11418,2,0,2,3025,1954,2007,1,B1,10,2011-08-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9349,5, ,B1,117-18 91ST   AVENUE                     ,            ,11418,2,0,2,3025,1954,2007,1,B1,10,2011-08-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9351,31, ,B2,91-50 120TH STREET                       ,            ,11418,2,0,2,3248,4185,1901,1,B2,325000,2011-04-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9359,38, ,B3,130-35 92ND   AVENUE                     ,            ,11418,2,0,2,2500,1746,1920,1,B3,330000,2011-08-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9361,29, ,B2,89-18 133RD   STREET                     ,            ,11418,2,0,2,4400,2963,1925,1,B2,505000,2011-07-01
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9362,29, ,B3,89-01 133RD   STREET                     ,            ,11418,2,0,2,4000,1875,1925,1,B3,430000,2011-09-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9362,29, ,B3,89-01 133RD   STREET                     ,            ,11418,2,0,2,4000,1875,1925,1,B3,271100,2011-03-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9362,29, ,B3,89-01 133RD   STREET                     ,            ,11418,2,0,2,4000,1875,1925,1,B3,1,2011-03-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9362,39, ,B2,89-22 134TH STREET                       ,            ,11418,2,0,2,3760,2162,1925,1,B2,0,2011-05-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9375,41, ,B3,89-31 121ST STREET                       ,            ,11418,2,0,2,4400,1560,1925,1,B3,280000,2011-02-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9379,2, ,B3,101-04 95TH AVE                          ,            ,11416,2,0,2,2521,1718,1920,1,B3,0,2011-04-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9379,25, ,B3,101-05 97TH   AVENUE                     ,            ,11416,2,0,2,1714,1598,1920,1,B3,225000,2011-05-12
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9383,16, ,B2,95-22 104TH STREET                       ,            ,11416,2,0,2,2702,2000,1920,1,B2,196000,2011-08-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9383,31, ,B2,103-03 97TH AVENUE                       ,            ,11416,2,0,2,2200,1944,1920,1,B2,400000,2011-07-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9388,26, ,B3,106-01 95TH AVENUE                       ,            ,11416,2,0,2,2500,1368,1920,1,B3,170000,2011-08-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9390,16, ,B2,95-28 107TH   STREET                     ,            ,11416,2,0,2,2000,2104,1950,1,B2,455000,2011-03-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9390,16, ,B2,95-28 107TH   STREET                     ,            ,11416,2,0,2,2000,2104,1950,1,B2,0,2011-03-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9394,5, ,B3,108-10 95TH   AVENUE                     ,            ,11419,2,0,2,2500,1847,1930,1,B3,305000,2011-11-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9395,15, ,B2,95-20 110TH STREET                       ,            ,11419,2,0,2,2500,1980,1920,1,B2,0,2011-04-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9400,33, ,B2,114-09 95TH AVENUE                       ,            ,11419,2,0,2,3707,1568,1920,1,B2,0,2011-12-13
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9400,37, ,B3,114-01 95TH AVE                          ,            ,11419,2,0,2,2100,1120,1920,1,B3,340000,2011-01-05
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9401,13, ,B2,94-14 116TH   STREET                     ,            ,11419,2,0,2,3064,2216,1925,1,B2,475000,2011-08-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9404,50, ,B3,97-29 102ND   STREET                     ,            ,11416,2,0,2,2945,1955,1925,1,B3,311000,2011-05-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9405,18, ,B2,97-28 104 STREET                         ,            ,11416,2,0,2,2500,2040,1925,1,B2,397500,2011-11-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9405,31, ,S2,103-15 101ST   AVENUE                    ,            ,11416,2,1,3,1700,3300,1910,1,S2,245000,2011-08-30
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9407,50, ,B3,97-21 105TH   STREET                     ,            ,11416,2,0,2,2400,1552,1920,1,B3,340400,2011-11-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9408,31, ,S2,106-11 101 AVENUE                        ,            ,11416,2,1,3,2000,2000,1915,1,S2,355000,2011-09-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9409,48, ,B1,97-23 107TH STREET                       ,            ,11416,2,0,2,2674,2240,1930,1,B1,412000,2011-02-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9412,53, ,B2,97-39 110 STREET                         ,            ,11419,2,0,2,2650,2456,1925,1,B2,315000,2011-06-24
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9412,55, ,B2,97-33 110TH STREET                       ,            ,11419,2,0,2,2650,2200,1925,1,B2,405000,2011-10-14
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9414,73, ,B3,95-41 112TH   STREET                     ,            ,11419,2,0,2,3600,1563,1930,1,B3,470000,2011-03-25
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9415,61, ,B2,95-69 113TH STREET                       ,            ,11419,2,0,2,2500,1968,1920,1,B2,332000,2011-05-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9416,30, ,B2,95-48 115TH   STREET                     ,            ,11419,2,0,2,1840,2000,1915,1,B2,255000,2011-03-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9416,30, ,B2,9548 115TH ST                            ,            ,11419,2,0,2,1840,2000,1915,1,B2,4000,2011-01-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9416,42, ,B3,95-72 115TH   STREET                     ,            ,11419,2,0,2,1857,1362,1920,1,B3,286000,2011-05-20
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9420,6, ,S2,102-14 101ST   AVENUE                    ,            ,11416,2,1,3,2000,2310,1910,1,S2,0,2011-07-07
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9420,55, ,B2,101-35 102ND STREET                      ,            ,11416,2,0,2,3025,2288,1920,1,B2,560000,2011-09-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9420,55, ,B2,101-35 102 STREET                        ,            ,11416,2,0,2,3025,2288,1920,1,B2,320000,2011-04-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9420,55, ,B2,101-35 102 STREET                        ,            ,11416,2,0,2,3025,2288,1920,1,B2,0,2011-04-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9422,32, ,B1,101-56 105TH   STREET                    ,            ,11416,2,0,2,2400,2625,1930,1,B1,460000,2011-04-13
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9422,38, ,B3,101-68 105TH   STREET                    ,            ,11416,2,0,2,1467,1288,1920,1,B3,370000,2011-10-24
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9424,22, ,B2,101-36 107TH STREET                      ,            ,11416,2,0,2,2400,2360,1920,1,B2,0,2011-10-27
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9424,24, ,B2,101-40 107TH STREET                      ,            ,11416,2,0,2,2400,2360,1920,1,B2,376000,2011-03-17
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9424,103, ,B1,106-10 101ST   AVENUE                    ,            ,11416,2,0,2,1650,1664,1910,1,B1,258000,2011-06-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9427,45, ,B3,109-01 103 AVENUE                        ,            ,11419,2,0,2,1825,1086,1925,1,B3,0,2011-02-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9428,40, ,B3,110-11 103RD AVENUE                      ,            ,11419,2,0,2,2420,1408,1925,1,B3,377500,2011-09-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9428,68, ,B3,101-15 110TH   STREET                    ,            ,11419,2,0,2,2300,2870,1920,1,B3,385000,2011-02-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9429,12, ,B2,101-14 112TH   STREET                    ,            ,11419,2,0,2,2142,1908,1920,1,B2,250000,2011-08-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9429,33, ,B3,101-56 112TH   STREET                    ,            ,11419,2,0,2,2000,1328,1925,1,B3,0,2011-11-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9431,42, ,B2,113-15 103RD AVENUE                      ,            ,11419,2,0,2,2000,2294,1930,1,B2,0,2011-06-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9431,43, ,B2,113-13 103RD AVENUE                      ,            ,11419,2,0,2,2000,2294,1930,1,B2,360000,2011-08-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9431,49, ,B3,113-01 103RD AVENUE                      ,            ,11419,2,0,2,2500,2432,1930,1,B3,370000,2011-10-07
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9431,59, ,B3,101-43 113TH   STREET                    ,            ,11419,2,0,2,1960,1520,1930,1,B3,0,2011-07-17
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9431,73, ,B3,101-11 113TH STREET                      ,            ,11419,2,0,2,1972,2019,1930,1,B3,344000,2011-04-14
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9436,22, ,B2,94-34 LEFFERTS BLVD                      ,            ,11419,2,0,2,3753,2755,1910,1,B2,475000,2011-05-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9438,27, ,B2,120-23 95 AVENUE                         ,            ,11419,2,0,2,1980,2220,1930,1,B2,0,2011-11-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9439,12, ,B2,93-12 123RD   STREET                     ,            ,11419,2,0,2,2558,2297,1925,1,B2,465000,2011-11-30
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9440,61, ,B2,93-07 123RD   STREET                     ,            ,11419,2,0,2,2548,2465,1925,1,B2,0,2011-09-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9440,118, ,B2,93-11 123 STREET                         ,            ,11419,2,0,2,2558,1972,1925,1,B2,450000,2011-05-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9451,17, ,B1,95-24 117TH STREET                       ,            ,11419,2,0,2,1878,2640,1965,1,B1,365000,2011-09-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9453,40, ,B1,97-07 117TH   STREET                     ,            ,11419,2,0,2,1960,2706,1950,1,B1,435000,2011-04-07
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9455,10, ,C0,95-08 120TH STREET                       ,            ,11419,3,0,3,4538,4350,2011,1,B3,0,2011-02-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9462,8, ,B3,123-16 95 AVENUE                         ,            ,11419,2,0,2,1600,1957,1915,1,B3,365000,2011-03-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9462,34, ,B2,123-01 97TH AVENUE                       ,            ,11419,2,0,2,3400,3734,1910,1,B2,0,2011-08-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9463,22, ,B3,124-13 97 AVENUE                         ,            ,11419,2,0,2,2828,1801,1915,1,B3,490000,2011-06-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9466,20, ,B3,95-26 126TH   STREET                     ,            ,11419,2,0,2,2018,1485,1920,1,B3,340000,2011-07-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9466,46, ,B3,95-01 125TH STREET                       ,            ,11419,2,0,2,2767,1938,1910,1,B3,315000,2011-05-11
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9466,46, ,B3,95-01 125TH STREET                       ,            ,11419,2,0,2,2767,1938,1910,1,B3,270000,2011-05-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9467,3, ,B3,126-06 95TH   AVENUE                     ,            ,11419,2,0,2,1800,1625,1910,1,B3,0,2011-04-01
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9471,19, ,B2,95-28 130TH STREET                       ,            ,11419,2,0,2,3125,2352,1920,1,B2,0,2011-05-31
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9471,20, ,B2,95-30 130TH STREET                       ,            ,11419,2,0,2,3125,2660,1920,1,B2,480000,2011-05-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9471,20, ,B2,95-30 130 STREET                         ,            ,11419,2,0,2,3125,2660,1920,1,B2,0,2011-05-25
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9471,37, ,B3,95-25 129TH STREET                       ,            ,11419,2,0,2,2500,1712,1920,1,B3,5000,2011-02-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9473,41, ,B3,97-17 129TH STREET                       ,            ,11419,2,0,2,3021,1590,1920,1,B3,0,2011-01-31
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9476,1, ,B2,130-04 97TH  AVENUE                      ,            ,11419,2,0,2,3227,2805,1950,1,B2,0,2011-04-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9476,12, ,B3,130-26 97TH AVENUE                       ,            ,11419,2,0,2,2523,1638,1920,1,B3,440000,2011-03-01
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9482,37, ,B3,134-19 97TH AVENUE                       ,            ,11419,2,0,2,2823,1554,1920,1,B3,5500,2011-09-30
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9483,27, ,B1,97-24 VAN WYCK EXPWY SR W                ,            ,11419,2,0,2,9907,4786,2008,1,B1,0,2011-12-05
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9486,26, ,B2,101-44 LEFFERTS BOULEVARD                ,            ,11419,2,0,2,3753,3330,1915,1,B2,550000,2011-06-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9487,6, ,S2,119-12 101ST   AVENUE                    ,            ,11419,2,1,3,2000,2050,1901,1,S2,0,2011-11-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9492,50, ,B1,101-59 125TH STREET                      ,            ,11419,2,0,2,3028,2851,1920,1,B1,330000,2011-10-11
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9497,84, ,B3,102-11 129TH STREET                      ,            ,11419,2,0,2,2521,1280,1915,1,B3,0,2011-11-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9498,72, ,B2,101-47 130TH   STREET                    ,            ,11419,2,0,2,2521,1887,1920,1,B2,0,2011-06-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9498,77, ,B3,101-33 130 STREET                        ,            ,11419,2,0,2,2521,1066,1920,1,B3,0,2011-10-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9498,77, ,B3,101-33 130TH STREET                      ,            ,11419,2,0,2,2521,1066,1920,1,B3,290000,2011-05-17
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9506,1, ,B3,102-02 103RD   AVENUE                    ,            ,11417,2,0,2,1614,2380,2003,1,B3,225000,2011-01-05
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9507,54, ,B3,103-61 103RD   STREET                    ,            ,11417,2,0,2,2500,1473,1925,1,B3,0,2011-06-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9508,27, ,B2,103-42 105TH STREET                      ,            ,11417,2,0,2,1998,1362,1920,1,B2,0,2011-04-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9509,65, ,B3,103-41 105TH   STREET                    ,            ,11417,2,0,2,1620,1372,1930,1,B3,320000,2011-03-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9511,59, ,B2,103-25 106TH   STREET                    ,            ,11417,2,0,2,2235,1916,1930,1,B2,0,2011-10-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9512,11, ,B3,103-14 108TH STREET                      ,            ,11419,2,0,2,4037,1539,1925,1,B3,520000,2011-12-09
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9512,15, ,B3,103-22 108 STREET                        ,            ,11419,2,0,2,4037,1842,1925,1,B3,435000,2011-03-03
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9512,22, ,B3,103-34 108TH   STREET                    ,            ,11419,2,0,2,2018,1248,1925,1,B3,0,2011-12-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9513,14, ,B3,103-18 109TH   STREET                    ,            ,11419,2,0,2,2002,1344,1930,1,B3,425500,2011-08-12
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9513,14, ,B3,103-18 109TH STREET                      ,            ,11419,2,0,2,2002,1344,1930,1,B3,215000,2011-05-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9513,24, ,B2,103-40 109TH   STREET                    ,            ,11419,2,0,2,4000,2600,1920,1,B2,0,2011-05-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9515,38, ,B1,103-25 110TH   STREET                    ,            ,11419,2,0,2,2540,2360,1925,1,B1,0,2011-01-20
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9519,4, ,B2,114-08 103RD AVENUE                      ,            ,11419,2,0,2,2342,2334,1920,1,B2,370000,2011-02-25
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9519,20, ,B1,103-30 115 ST                            ,            ,11419,2,0,2,1796,1472,1945,1,B1,70000,2011-07-27
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9519,34, ,B1,103-23 114TH STREET                      ,            ,11419,2,0,2,1842,2120,1965,1,B1,330000,2011-10-12
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9524,2, ,S2,103-04 LIBERTY AVENUE                    ,            ,11417,2,1,3,1524,2660,1920,1,S2,457000,2011-08-30
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9524,21, ,B1,104-30 104TH STREET                      ,            ,11417,2,0,2,2300,3534,1910,1,B1,400000,2011-05-05
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9524,89, ,B2,104-09 103 STREET                        ,            ,11417,2,0,2,2500,2774,1920,1,B2,0,2011-01-11
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9526,44, ,B1,107-24 104TH   STREET                    ,            ,11417,2,0,2,2000,2440,1910,1,B1,400000,2011-05-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9526,44, ,B1,107-24 104TH   STREET                    ,            ,11417,2,0,2,2000,2440,1910,1,B1,0,2011-05-06
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9527,46, ,B2,104-19 104TH STREET                      ,            ,11417,2,0,2,2280,1653,1920,1,B2,10000,2011-07-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9529,55, ,B2,104-29 106TH   STREET                    ,            ,11417,2,0,2,2200,1632,1920,1,B2,0,2011-11-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9529,55, ,B2,104-29 106 STREET                        ,            ,11417,2,0,2,2200,1632,1920,1,B2,0,2011-03-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9529,62, ,B2,104-15 106TH STREET                      ,            ,11417,2,0,2,2200,1632,1920,1,B2,0,2011-12-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9530,4, ,S2,107-08 LIBERTY AVENUE                    ,            ,11417,2,1,3,2064,2320,1920,1,S2,360000,2011-05-26
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9530,48, ,B3,104-55 107 STREET                        ,            ,11417,2,0,2,2664,1248,1920,1,B3,325000,2011-08-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9531,66, ,B2,104-31 108 STREET                        ,            ,11419,2,0,2,2370,1952,1920,1,B2,0,2011-07-01
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9534,4, ,S2,111-08 LIBERTY AVENUE                    ,            ,11419,2,1,3,2260,2320,1920,1,S2,550000,2011-01-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9534,7, ,S2,111-14 LIBERTY AVENUE                    ,            ,11419,2,1,3,1781,2448,1920,1,S2,0,2011-02-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9536,36, ,B3,104-62 114TH   STREET                    ,            ,11419,2,0,2,1888,1125,1910,1,B3,260000,2011-01-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9538,14, ,B3,104-20 116TH STREET                      ,            ,11419,2,0,2,1943,1512,1940,1,B3,260000,2011-09-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9538,37, ,B3,104-64 116 STREET                        ,            ,11419,2,0,2,1976,1408,1920,1,B3,345050,2011-06-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9538,55, ,B3,104-55 115TH STREET                      ,            ,11419,2,0,2,3887,1794,1920,1,B3,345000,2011-05-11
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9538,57, ,B3,104-51 115TH STREET                      ,            ,11419,2,0,2,1943,1888,1925,1,B3,200000,2011-09-23
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9538,74, ,B2,104-17 115TH STREET                      ,            ,11419,2,0,2,1943,2020,1901,1,B2,290000,2011-11-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9542,6, ,B2,104-12 107TH   AVENUE                    ,            ,11417,2,0,2,2093,1884,1930,1,B2,465000,2011-04-05
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9542,10, ,B2,104-22 107 AVENUE                        ,            ,11417,2,0,2,2213,1884,1930,1,B2,10000,2011-09-02
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9542,22, ,B3,107-36 105TH STREET                      ,            ,11417,2,0,2,4133,2184,1901,1,B3,0,2011-01-14
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9543,21, ,B2,107-32 106TH STREET                      ,            ,11417,2,0,2,4000,3120,1920,1,B2,0,2011-08-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9546,36, ,B3,107-58 109TH STRET                       ,            ,11419,2,0,2,2672,1440,1915,1,B3,343000,2011-10-27
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9548,6, ,B2,107-02 111TH STREET                      ,            ,11419,2,0,2,2335,2100,1930,1,B2,525000,2011-07-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9549,9, ,B2,107-06 112TH STREET                      ,            ,11419,2,0,2,2615,2421,1940,1,B2,495000,2011-07-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9549,14, ,B2,107-16 112TH   STREET                    ,            ,11419,2,0,2,2615,2411,1940,1,B2,0,2011-10-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9550,19, ,B3,107-28 113TH STREET                      ,            ,11419,2,0,2,2400,1328,1925,1,B3,445000,2011-05-16
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9550,68, ,B3,107-27 112TH STREET                      ,            ,11419,2,0,2,2500,1540,1925,1,B3,0,2011-07-25
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9553,50, ,B2,107-59 115TH STREET                      ,            ,11419,2,0,2,3887,2328,1920,1,B2,475000,2011-05-19
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9553,63, ,B3,107-33 115 STREET                        ,            ,11419,2,0,2,2575,1392,1920,1,B3,355350,2011-03-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9556,13, ,B3,103-18 LEFFERTS BLVD                     ,            ,11419,2,0,2,2629,1924,1920,1,B3,335000,2011-09-08
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9558,19, ,B1,103-26 121ST   STREET                    ,            ,11419,2,0,2,3481,2376,1960,1,B1,477000,2011-02-11
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9558,57, ,C0,103-15 120 STREET                        ,            ,11419,3,0,3,4025,4275,2011,1,B3,0,2011-07-13
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9558,57, ,C0,103-15 120TH STREET                      ,            ,11419,3,0,3,4025,4275,2011,1,B3,454000,2011-04-15
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9560,11, ,B3,123-22 103RD AVENUE                      ,            ,11419,2,0,2,1800,1300,1920,1,B3,200000,2011-02-28
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9561,45, ,B3,103-11 124 STREET                        ,            ,11419,2,0,2,2000,1680,1920,1,B3,360825,2011-03-04
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9562,22, ,S2,125-19 LIBERTY AVENUE                    ,            ,11419,2,1,3,1640,2720,1930,1,S2,431000,2011-03-21
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9568,45, ,S2,131-09 LIBERTY AVENUE                    ,            ,11419,2,1,3,1230,2832,1925,1,S2,0,2011-03-22
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9572,10, ,B3,10412 LEFFERTS BLVD                      ,            ,11419,2,0,2,1900,1392,1920,1,B3,0,2011-01-01
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9573,34, ,B3,104-38 120TH STREET                      ,            ,11419,2,0,2,2420,980,1930,1,B3,289000,2011-09-30
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9573,44, ,B3,119-13 107TH AVENUE                      ,            ,11419,2,0,2,2500,1200,1920,1,B3,275000,2011-09-29
4,RICHMOND HILL            ,02  TWO FAMILY HOMES                        ,1,9574,42, ,B2,120-11 107TH   AVENUE                    ,            ,11419,2,0,2,2900,2200,1920,1,B2,450000,2011-04-27
